Wikipedia_movie_ID,ethnicity_number,actor_number,naive_diversity,normalised_entropy,diversity
330,1,1,1.0,0.43429448190325176,0.43429448190325176
3217,1,2,0.5,0.43429448190325176,0.21714724095162588
3333,0,1,0.0,,
3746,2,4,0.5,1.1696189594704849,0.5848094797352424
3837,2,9,0.2222222222222222,1.1608742170451325,0.25797204823225167
3947,0,3,0.0,,
4227,1,2,0.5,0.43429448190325176,0.21714724095162588
4231,2,8,0.25,1.1128080140947192,0.2782020035236798
4560,1,7,0.14285714285714285,0.43429448190325176,0.062042068843321675
4726,2,5,0.4,1.1696189594704849,0.46784758378819397
4727,0,1,0.0,,
4728,1,4,0.25,0.43429448190325176,0.10857362047581294
4729,2,9,0.2222222222222222,1.1450235547501786,0.254449678833373
4730,1,5,0.2,0.43429448190325176,0.08685889638065036
5035,0,2,0.0,,
5224,1,2,0.5,0.43429448190325176,0.21714724095162588
5313,0,3,0.0,,
5729,0,5,0.0,,
7906,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
8481,1,1,1.0,0.43429448190325176,0.43429448190325176
8695,3,6,0.5,1.679661368541424,0.839830684270712
8994,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
9429,1,1,1.0,0.43429448190325176,0.43429448190325176
9835,2,3,0.6666666666666666,1.1696189594704849,0.7797459729803232
9979,2,7,0.2857142857142857,1.1608742170451325,0.3316783477271807
10193,1,2,0.5,0.43429448190325176,0.21714724095162588
10977,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
11223,1,4,0.25,0.43429448190325176,0.10857362047581294
11242,1,7,0.14285714285714285,0.43429448190325176,0.062042068843321675
11585,1,1,1.0,0.43429448190325176,0.43429448190325176
11701,2,3,0.6666666666666666,1.1696189594704849,0.7797459729803232
12005,0,1,0.0,,
13149,1,4,0.25,0.43429448190325176,0.10857362047581294
13154,0,1,0.0,,
13290,0,1,0.0,,
13901,4,5,0.8,2.3392379189409698,1.8713903351527759
16782,1,1,1.0,0.43429448190325176,0.43429448190325176
17920,0,7,0.0,,
18996,1,7,0.14285714285714285,0.43429448190325176,0.062042068843321675
19701,0,13,0.0,,
19715,1,5,0.2,0.43429448190325176,0.08685889638065036
20669,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
20786,2,6,0.3333333333333333,1.1128080140947192,0.37093600469823973
21180,1,5,0.2,0.43429448190325176,0.08685889638065036
22216,3,5,0.6,1.780004700429418,1.0680028202576508
22751,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
22829,1,1,1.0,0.43429448190325176,0.43429448190325176
23255,1,2,0.5,0.43429448190325176,0.21714724095162588
24653,1,4,0.25,0.43429448190325176,0.10857362047581294
25491,2,5,0.4,1.1696189594704849,0.46784758378819397
25506,0,5,0.0,,
26541,2,2,1.0,1.1696189594704849,1.1696189594704849
27079,2,6,0.3333333333333333,1.1450235547501786,0.3816745182500595
27097,2,6,0.3333333333333333,1.1128080140947192,0.37093600469823973
27098,3,6,0.5,1.7610294535145892,0.8805147267572946
28269,2,8,0.25,1.0859109750801523,0.2714777437700381
28327,4,4,1.0,2.3392379189409698,2.3392379189409698
29645,0,1,0.0,,
29782,2,10,0.2,1.1696189594704849,0.23392379189409698
29785,2,6,0.3333333333333333,1.1608742170451325,0.3869580723483775
29942,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
29943,3,4,0.75,1.780004700429418,1.3350035253220636
30000,2,7,0.2857142857142857,1.1696189594704849,0.33417684556299565
30006,2,5,0.4,1.1696189594704849,0.46784758378819397
30007,1,5,0.2,0.43429448190325176,0.08685889638065036
30275,1,1,1.0,0.43429448190325176,0.43429448190325176
30327,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
30515,0,4,0.0,,
30524,0,1,0.0,,
30575,0,1,0.0,,
30581,0,4,0.0,,
30582,1,4,0.25,0.43429448190325176,0.10857362047581294
30625,2,2,1.0,1.1696189594704849,1.1696189594704849
30674,2,4,0.5,1.1128080140947192,0.5564040070473596
30809,2,3,0.6666666666666666,1.1450235547501786,0.763349036500119
31079,3,4,0.75,1.780004700429418,1.3350035253220636
31153,2,11,0.18181818181818182,1.0642652105767982,0.19350276555941787
31176,0,1,0.0,,
31351,0,1,0.0,,
31556,1,4,0.25,0.43429448190325176,0.10857362047581294
31557,2,5,0.4,1.1696189594704849,0.46784758378819397
31607,1,4,0.25,0.43429448190325176,0.10857362047581294
31908,1,4,0.25,0.43429448190325176,0.10857362047581294
32252,2,5,0.4,1.1450235547501786,0.45800942190007143
32260,2,5,0.4,1.1696189594704849,0.46784758378819397
33121,0,2,0.0,,
33124,1,1,1.0,0.43429448190325176,0.43429448190325176
33270,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
33446,0,1,0.0,,
34130,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
37599,4,15,0.26666666666666666,2.310832446253087,0.6162219856674899
39311,3,8,0.375,1.7544284392057272,0.6579106647021478
40672,2,4,0.5,1.1696189594704849,0.5848094797352424
41528,2,4,0.5,1.1696189594704849,0.5848094797352424
41881,0,2,0.0,,
42093,0,2,0.0,,
42106,1,2,0.5,0.43429448190325176,0.21714724095162588
42137,2,4,0.5,1.1696189594704849,0.5848094797352424
42147,2,4,0.5,1.1450235547501786,0.5725117773750893
42221,1,1,1.0,0.43429448190325176,0.43429448190325176
42222,2,8,0.25,1.1128080140947192,0.2782020035236798
42224,3,10,0.3,1.7610294535145892,0.5283088360543767
42225,2,7,0.2857142857142857,1.1696189594704849,0.33417684556299565
42293,0,1,0.0,,
42313,2,2,1.0,1.1696189594704849,1.1696189594704849
42361,1,4,0.25,0.43429448190325176,0.10857362047581294
42383,2,3,0.6666666666666666,1.1696189594704849,0.7797459729803232
42507,0,4,0.0,,
42886,2,7,0.2857142857142857,1.1450235547501786,0.32714958707147956
42993,1,2,0.5,0.43429448190325176,0.21714724095162588
43307,1,5,0.2,0.43429448190325176,0.08685889638065036
43452,3,4,0.75,1.7544284392057272,1.3158213294042955
43566,4,11,0.36363636363636365,2.3157359336834333,0.842085794066703
44122,1,4,0.25,0.43429448190325176,0.10857362047581294
44210,1,2,0.5,0.43429448190325176,0.21714724095162588
44218,1,1,1.0,0.43429448190325176,0.43429448190325176
44302,2,8,0.25,1.0322181657859726,0.25805454144649315
44366,3,5,0.6,1.7544284392057272,1.0526570635234362
44437,2,3,0.6666666666666666,1.1450235547501786,0.763349036500119
44457,2,3,0.6666666666666666,1.1696189594704849,0.7797459729803232
44501,4,4,1.0,2.3392379189409698,2.3392379189409698
44752,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
45126,0,2,0.0,,
45224,1,2,0.5,0.43429448190325176,0.21714724095162588
45242,1,6,0.16666666666666666,0.43429448190325176,0.07238241365054196
45481,2,5,0.4,1.1128080140947192,0.4451232056378877
45568,1,2,0.5,0.43429448190325176,0.21714724095162588
45606,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
45772,1,5,0.2,0.43429448190325176,0.08685889638065036
46387,0,1,0.0,,
46505,1,2,0.5,0.43429448190325176,0.21714724095162588
46757,0,3,0.0,,
49800,1,3,0.3333333333333333,0.43429448190325176,0.14476482730108392
50455,0,1,0.0,,
50486,1,2,0.5,0.43429448190325176,0.21714724095162588
50744,3,7,0.42857142857142855,1.7610294535145892,0.7547269086491096
